cls_1
BPAG_0000049901-mRNA-1
BPAG_0000107301-mRNA-1
BPAG_0000179701-mRNA-1
BPAG_0000183701-mRNA-1
BPAG_0000210901-mRNA-1
BPAG_0000217201-mRNA-1
BPAG_0000224701-mRNA-1
BPAG_0000232901-mRNA-1
BPAG_0000264601-mRNA-1
BPAG_0000266201-mRNA-1
BPAG_0000342301-mRNA-1
BPAG_0000423101-mRNA-1
BPAG_0000474001-mRNA-1
BPAG_0000507401-mRNA-1
BPAG_0000575601-mRNA-1
BPAG_0000576801-mRNA-1
BPAG_0000581501-mRNA-1
BPAG_0000588301-mRNA-1
BPAG_0000600401-mRNA-1
BPAG_0000609701-mRNA-1
BPAG_0000617301-mRNA-1
BPAG_0000622301-mRNA-1
BPAG_0000636901-mRNA-1
BPAG_0000639201-mRNA-1
BPAG_0000651201-mRNA-1
BPAG_0000670701-mRNA-1
BPAG_0000675301-mRNA-1
BPAG_0000697201-mRNA-1
BPAG_0000755401-mRNA-1
BPAG_0000791401-mRNA-1
BPAG_0000794501-mRNA-1
BPAG_0000808201-mRNA-1
BPAG_0000823901-mRNA-1
BPAG_0000824201-mRNA-1
BPAG_0000863401-mRNA-1
BPAG_0000863501-mRNA-1
BPAG_0000871501-mRNA-1
BPAG_0000883401-mRNA-1
BPAG_0000922901-mRNA-1
BPAG_0000942101-mRNA-1
BPAG_0000994801-mRNA-1
BPAG_0001000101-mRNA-1
BPAG_0001025101-mRNA-1
BPAG_0001123401-mRNA-1
BPAG_0001133401-mRNA-1
BPAG_0001134201-mRNA-1
BPAG_0001145101-mRNA-1
BPAG_0001145201-mRNA-1
BPAG_0001161001-mRNA-1
BPAG_0001174401-mRNA-1
BPAG_0001183101-mRNA-1
BPAG_0001187001-mRNA-1
BPAG_0001283701-mRNA-1
BPAG_0001289501-mRNA-1
BPAG_0001289601-mRNA-1
BPAG_0001312101-mRNA-1
BPAG_0001312801-mRNA-1
BPAG_0001439601-mRNA-1
BPAG_0001442601-mRNA-1
BPAG_0001448001-mRNA-1
BPAG_0001448101-mRNA-1
