cls_40
BPAG_0000000001-mRNA-1
BPAG_0000002501-mRNA-1
BPAG_0000002901-mRNA-1
BPAG_0000004601-mRNA-1
BPAG_0000004801-mRNA-1
BPAG_0000005101-mRNA-1
BPAG_0000005501-mRNA-1
BPAG_0000006601-mRNA-1
BPAG_0000007001-mRNA-1
BPAG_0000008401-mRNA-1
BPAG_0000009701-mRNA-1
BPAG_0000009801-mRNA-1
BPAG_0000009901-mRNA-1
BPAG_0000010001-mRNA-1
BPAG_0000010301-mRNA-1
BPAG_0000011001-mRNA-1
BPAG_0000012201-mRNA-1
BPAG_0000012801-mRNA-1
BPAG_0000013401-mRNA-1
BPAG_0000014301-mRNA-1
BPAG_0000015001-mRNA-1
BPAG_0000015201-mRNA-1
BPAG_0000015301-mRNA-1
BPAG_0000015601-mRNA-1
BPAG_0000017001-mRNA-1
BPAG_0000017301-mRNA-1
BPAG_0000017401-mRNA-1
BPAG_0000017601-mRNA-1
BPAG_0000017701-mRNA-1
BPAG_0000018001-mRNA-1
BPAG_0000018601-mRNA-1
BPAG_0000020001-mRNA-1
BPAG_0000021001-mRNA-1
BPAG_0000021101-mRNA-1
BPAG_0000022201-mRNA-1
BPAG_0000022901-mRNA-1
BPAG_0000024101-mRNA-1
BPAG_0000024301-mRNA-1
BPAG_0000024501-mRNA-1
BPAG_0000025701-mRNA-1
BPAG_0000025901-mRNA-1
BPAG_0000026001-mRNA-1
BPAG_0000026401-mRNA-1
BPAG_0000030201-mRNA-1
BPAG_0000030701-mRNA-1
BPAG_0000032001-mRNA-1
BPAG_0000032601-mRNA-1
BPAG_0000033001-mRNA-1
BPAG_0000035501-mRNA-1
BPAG_0000035901-mRNA-1
BPAG_0000036901-mRNA-1
BPAG_0000037201-mRNA-1
BPAG_0000037601-mRNA-1
BPAG_0000037801-mRNA-1
BPAG_0000038401-mRNA-1
BPAG_0000038501-mRNA-1
BPAG_0000038701-mRNA-1
BPAG_0000039601-mRNA-1
BPAG_0000039801-mRNA-1
BPAG_0000040201-mRNA-1
BPAG_0000041101-mRNA-1
BPAG_0000043101-mRNA-1
BPAG_0000043301-mRNA-1
BPAG_0000043401-mRNA-1
BPAG_0000045101-mRNA-1
BPAG_0000045501-mRNA-1
BPAG_0000046801-mRNA-1
BPAG_0000047401-mRNA-1
BPAG_0000047801-mRNA-1
BPAG_0000048801-mRNA-1
BPAG_0000050601-mRNA-1
BPAG_0000051201-mRNA-1
BPAG_0000051901-mRNA-1
BPAG_0000053001-mRNA-1
BPAG_0000053301-mRNA-1
BPAG_0000053901-mRNA-1
BPAG_0000056101-mRNA-1
BPAG_0000056401-mRNA-1
BPAG_0000057301-mRNA-1
BPAG_0000057501-mRNA-1
BPAG_0000059201-mRNA-1
BPAG_0000059501-mRNA-1
BPAG_0000061001-mRNA-1
BPAG_0000061501-mRNA-1
BPAG_0000061801-mRNA-1
BPAG_0000062801-mRNA-1
BPAG_0000063201-mRNA-1
BPAG_0000066201-mRNA-1
BPAG_0000067301-mRNA-1
BPAG_0000068701-mRNA-1
BPAG_0000068901-mRNA-1
BPAG_0000069101-mRNA-1
BPAG_0000069701-mRNA-1
BPAG_0000073301-mRNA-1
BPAG_0000073901-mRNA-1
BPAG_0000074001-mRNA-1
BPAG_0000074501-mRNA-1
BPAG_0000074801-mRNA-1
BPAG_0000077001-mRNA-1
BPAG_0000077101-mRNA-1
BPAG_0000077901-mRNA-1
BPAG_0000079001-mRNA-1
BPAG_0000079101-mRNA-1
BPAG_0000079601-mRNA-1
BPAG_0000079801-mRNA-1
BPAG_0000080201-mRNA-1
BPAG_0000081401-mRNA-1
BPAG_0000081701-mRNA-1
BPAG_0000081801-mRNA-1
BPAG_0000084001-mRNA-1
BPAG_0000084201-mRNA-1
BPAG_0000084701-mRNA-1
BPAG_0000087101-mRNA-1
BPAG_0000088501-mRNA-1
BPAG_0000088901-mRNA-1
BPAG_0000090001-mRNA-1
BPAG_0000091101-mRNA-1
BPAG_0000092001-mRNA-1
BPAG_0000092101-mRNA-1
BPAG_0000092801-mRNA-1
BPAG_0000094301-mRNA-1
BPAG_0000094801-mRNA-1
BPAG_0000096201-mRNA-1
BPAG_0000096301-mRNA-1
BPAG_0000096501-mRNA-1
BPAG_0000096801-mRNA-1
BPAG_0000098101-mRNA-1
BPAG_0000098301-mRNA-1
BPAG_0000098501-mRNA-1
BPAG_0000098801-mRNA-1
BPAG_0000099401-mRNA-1
BPAG_0000101101-mRNA-1
BPAG_0000101601-mRNA-1
BPAG_0000103401-mRNA-1
BPAG_0000104501-mRNA-1
BPAG_0000104901-mRNA-1
BPAG_0000105301-mRNA-1
BPAG_0000106201-mRNA-1
BPAG_0000107101-mRNA-1
BPAG_0000108401-mRNA-1
BPAG_0000108501-mRNA-1
BPAG_0000109601-mRNA-1
BPAG_0000109701-mRNA-1
BPAG_0000110401-mRNA-1
BPAG_0000110801-mRNA-1
BPAG_0000111501-mRNA-1
BPAG_0000113101-mRNA-1
BPAG_0000114901-mRNA-1
BPAG_0000116001-mRNA-1
BPAG_0000116701-mRNA-1
BPAG_0000117101-mRNA-1
BPAG_0000117301-mRNA-1
BPAG_0000117901-mRNA-1
BPAG_0000118001-mRNA-1
BPAG_0000119301-mRNA-1
BPAG_0000120201-mRNA-1
BPAG_0000120301-mRNA-1
BPAG_0000124101-mRNA-1
BPAG_0000124601-mRNA-1
BPAG_0000124901-mRNA-1
BPAG_0000129101-mRNA-1
BPAG_0000129701-mRNA-1
BPAG_0000130301-mRNA-1
BPAG_0000130601-mRNA-1
BPAG_0000131001-mRNA-1
BPAG_0000131301-mRNA-1
BPAG_0000132801-mRNA-1
BPAG_0000133801-mRNA-1
BPAG_0000134901-mRNA-1
BPAG_0000136001-mRNA-1
BPAG_0000136601-mRNA-1
BPAG_0000137401-mRNA-1
BPAG_0000137501-mRNA-1
BPAG_0000137801-mRNA-1
BPAG_0000138301-mRNA-1
BPAG_0000139001-mRNA-1
BPAG_0000139101-mRNA-1
BPAG_0000139201-mRNA-1
BPAG_0000139701-mRNA-1
BPAG_0000140701-mRNA-1
BPAG_0000141401-mRNA-1
BPAG_0000142301-mRNA-1
BPAG_0000143201-mRNA-1
BPAG_0000143701-mRNA-1
BPAG_0000145101-mRNA-1
BPAG_0000146401-mRNA-1
BPAG_0000147901-mRNA-1
BPAG_0000154601-mRNA-1
BPAG_0000157501-mRNA-1
BPAG_0000157701-mRNA-1
BPAG_0000159101-mRNA-1
BPAG_0000161701-mRNA-1
BPAG_0000161901-mRNA-1
BPAG_0000164401-mRNA-1
BPAG_0000164701-mRNA-1
BPAG_0000164901-mRNA-1
BPAG_0000165001-mRNA-1
BPAG_0000165201-mRNA-1
BPAG_0000165501-mRNA-1
BPAG_0000166301-mRNA-1
BPAG_0000167201-mRNA-1
BPAG_0000168601-mRNA-1
BPAG_0000171401-mRNA-1
BPAG_0000171501-mRNA-1
BPAG_0000173701-mRNA-1
BPAG_0000174301-mRNA-1
BPAG_0000174501-mRNA-1
BPAG_0000175801-mRNA-1
BPAG_0000176401-mRNA-1
BPAG_0000176501-mRNA-1
BPAG_0000177701-mRNA-1
BPAG_0000178601-mRNA-1
BPAG_0000183101-mRNA-1
BPAG_0000184201-mRNA-1
BPAG_0000185201-mRNA-1
BPAG_0000185901-mRNA-1
BPAG_0000186501-mRNA-1
BPAG_0000187201-mRNA-1
BPAG_0000188301-mRNA-1
BPAG_0000188501-mRNA-1
BPAG_0000189301-mRNA-1
BPAG_0000190001-mRNA-1
BPAG_0000190201-mRNA-1
BPAG_0000193401-mRNA-1
BPAG_0000193901-mRNA-1
BPAG_0000196601-mRNA-1
BPAG_0000196801-mRNA-1
BPAG_0000197801-mRNA-1
BPAG_0000198001-mRNA-1
BPAG_0000198901-mRNA-1
BPAG_0000199001-mRNA-1
BPAG_0000199101-mRNA-1
BPAG_0000199501-mRNA-1
BPAG_0000201401-mRNA-1
BPAG_0000201501-mRNA-1
BPAG_0000202401-mRNA-1
BPAG_0000202801-mRNA-1
BPAG_0000203401-mRNA-1
BPAG_0000203501-mRNA-1
BPAG_0000205201-mRNA-1
BPAG_0000205701-mRNA-1
BPAG_0000205801-mRNA-1
BPAG_0000206501-mRNA-1
BPAG_0000207601-mRNA-1
BPAG_0000210101-mRNA-1
BPAG_0000211301-mRNA-1
BPAG_0000211401-mRNA-1
BPAG_0000212001-mRNA-1
BPAG_0000214901-mRNA-1
BPAG_0000215901-mRNA-1
BPAG_0000216601-mRNA-1
BPAG_0000217801-mRNA-1
BPAG_0000218101-mRNA-1
BPAG_0000218601-mRNA-1
BPAG_0000219401-mRNA-1
BPAG_0000219501-mRNA-1
BPAG_0000220601-mRNA-1
BPAG_0000221201-mRNA-1
BPAG_0000221801-mRNA-1
BPAG_0000221901-mRNA-1
BPAG_0000222401-mRNA-1
BPAG_0000225401-mRNA-1
BPAG_0000228801-mRNA-1
BPAG_0000230301-mRNA-1
BPAG_0000232501-mRNA-1
BPAG_0000233101-mRNA-1
BPAG_0000233601-mRNA-1
BPAG_0000233701-mRNA-1
BPAG_0000235101-mRNA-1
BPAG_0000235201-mRNA-1
BPAG_0000236601-mRNA-1
BPAG_0000237001-mRNA-1
BPAG_0000237701-mRNA-1
BPAG_0000238101-mRNA-1
BPAG_0000239101-mRNA-1
BPAG_0000241001-mRNA-1
BPAG_0000241701-mRNA-1
BPAG_0000242201-mRNA-1
BPAG_0000245201-mRNA-1
BPAG_0000246401-mRNA-1
BPAG_0000247501-mRNA-1
BPAG_0000247601-mRNA-1
BPAG_0000247901-mRNA-1
BPAG_0000248801-mRNA-1
BPAG_0000249201-mRNA-1
BPAG_0000250401-mRNA-1
BPAG_0000250501-mRNA-1
BPAG_0000250801-mRNA-1
BPAG_0000250901-mRNA-1
BPAG_0000251001-mRNA-1
BPAG_0000252001-mRNA-1
BPAG_0000252201-mRNA-1
BPAG_0000252601-mRNA-1
BPAG_0000253901-mRNA-1
BPAG_0000254901-mRNA-1
BPAG_0000255201-mRNA-1
BPAG_0000255401-mRNA-1
BPAG_0000256301-mRNA-1
BPAG_0000256401-mRNA-1
BPAG_0000257401-mRNA-1
BPAG_0000257501-mRNA-1
BPAG_0000257601-mRNA-1
BPAG_0000257901-mRNA-1
BPAG_0000259001-mRNA-1
BPAG_0000259301-mRNA-1
BPAG_0000260001-mRNA-1
BPAG_0000261001-mRNA-1
BPAG_0000263101-mRNA-1
BPAG_0000263201-mRNA-1
BPAG_0000263701-mRNA-1
BPAG_0000264201-mRNA-1
BPAG_0000265801-mRNA-1
BPAG_0000267401-mRNA-1
BPAG_0000268201-mRNA-1
BPAG_0000268301-mRNA-1
BPAG_0000270601-mRNA-1
BPAG_0000270901-mRNA-1
BPAG_0000272801-mRNA-1
BPAG_0000273901-mRNA-1
BPAG_0000274301-mRNA-1
BPAG_0000274501-mRNA-1
BPAG_0000275001-mRNA-1
BPAG_0000275201-mRNA-1
BPAG_0000275601-mRNA-1
BPAG_0000276101-mRNA-1
BPAG_0000276201-mRNA-1
BPAG_0000276301-mRNA-1
BPAG_0000276401-mRNA-1
BPAG_0000277101-mRNA-1
BPAG_0000278001-mRNA-1
BPAG_0000278501-mRNA-1
BPAG_0000280101-mRNA-1
BPAG_0000280501-mRNA-1
BPAG_0000281301-mRNA-1
BPAG_0000284101-mRNA-1
BPAG_0000285601-mRNA-1
BPAG_0000286001-mRNA-1
BPAG_0000286101-mRNA-1
BPAG_0000286601-mRNA-1
BPAG_0000286701-mRNA-1
BPAG_0000286801-mRNA-1
BPAG_0000286901-mRNA-1
BPAG_0000288401-mRNA-1
BPAG_0000288701-mRNA-1
BPAG_0000291001-mRNA-1
BPAG_0000292401-mRNA-1
BPAG_0000294101-mRNA-1
BPAG_0000295501-mRNA-1
BPAG_0000296401-mRNA-1
BPAG_0000297201-mRNA-1
BPAG_0000297701-mRNA-1
BPAG_0000298301-mRNA-1
BPAG_0000298601-mRNA-1
BPAG_0000300601-mRNA-1
BPAG_0000301001-mRNA-1
BPAG_0000301801-mRNA-1
BPAG_0000303001-mRNA-1
BPAG_0000303901-mRNA-1
BPAG_0000304001-mRNA-1
BPAG_0000304101-mRNA-1
BPAG_0000304501-mRNA-1
