cls_1
BPAG_0000032201-mRNA-1
BPAG_0000073801-mRNA-1
BPAG_0000151801-mRNA-1
BPAG_0000181201-mRNA-1
BPAG_0000181301-mRNA-1
BPAG_0000219901-mRNA-1
BPAG_0000280001-mRNA-1
BPAG_0000346501-mRNA-1
BPAG_0000361001-mRNA-1
BPAG_0000371401-mRNA-1
BPAG_0000371501-mRNA-1
BPAG_0000375901-mRNA-1
BPAG_0000439601-mRNA-1
BPAG_0000443801-mRNA-1
BPAG_0000449701-mRNA-1
BPAG_0000475101-mRNA-1
BPAG_0000481201-mRNA-1
BPAG_0000497501-mRNA-1
BPAG_0000537401-mRNA-1
BPAG_0000597901-mRNA-1
BPAG_0000616201-mRNA-1
BPAG_0000722201-mRNA-1
BPAG_0000724701-mRNA-1
BPAG_0000761801-mRNA-1
BPAG_0000768401-mRNA-1
BPAG_0000782301-mRNA-1
BPAG_0000984601-mRNA-1
BPAG_0001002101-mRNA-1
BPAG_0001132301-mRNA-1
BPAG_0001177301-mRNA-1
BPAG_0001323601-mRNA-1
BPAG_0001341601-mRNA-1
BPAG_0001424901-mRNA-1
BPAG_0001425301-mRNA-1
BPAG_0001464601-mRNA-1
