8009_3#10 8009_3#4 8009_3#1 8009_3#11 8009_3#12 8009_3#2 8009_3#13 8009_3#3 8009_3#6 8009_3#9 8009_3#5 8009_3#8 8009_3#7
BPAG_0001396601-mRNA-1 3283 1415 2612 3173 2941 1158 2369 1390 2307 1491 1947 1320 1332
BPAG_0001396701-mRNA-1 17 226 690 36 65 384 36 333 1106 63 948 93 499
BPAG_0001396801-mRNA-1 2344 1242 3663 2244 4443 3185 3229 2500 5081 2548 4403 2073 1724
BPAG_0001396901-mRNA-1 1889 2311 4644 1426 1455 2304 1234 2386 6054 1503 9555 2778 4274
BPAG_0001397001-mRNA-1 1805 820 1521 1377 1456 873 1049 796 2216 1440 2763 1631 1547
BPAG_0001397101-mRNA-1 2864 1956 1136 625 1273 1455 940 1261 3704 1121 554 208 1313
BPAG_0001397201-mRNA-1 2 2 0 0 0 1 4 3 1324 493 75 16 1
BPAG_0001397401-mRNA-1 1 0 0 1 0 1 0 0 614 544 2 1 0
BPAG_0001397501-mRNA-1 1 1 4 2 5 3 5 2 4194 3379 23 5 0
BPAG_0001397601-mRNA-1 1 1 5 0 4 1 4 3 1865 1350 6 2 0
BPAG_0001397701-mRNA-1 10 2 8 8 9 5 3 2 2144 1702 38 35 0
BPAG_0001397801-mRNA-1 8 1 3 5 7 1 1 4 5 1 397 355 54
BPAG_0001397901-mRNA-1 345 170 242 216 419 249 293 201 507 347 379 192 152
BPAG_0001398001-mRNA-1 4407 1898 9407 7740 12530 2563 7464 4075 7117 4827 9569 5758 3159
BPAG_0001398101-mRNA-1 3235 1266 3411 2855 3739 2253 2543 1898 5690 3210 6698 4307 3091
BPAG_0001398201-mRNA-1 491 182 227 245 131 71 229 126 1726 1335 234 139 762
BPAG_0001398501-mRNA-1 31 59 97 24 39 65 24 59 126 20 161 40 135
BPAG_0001398601-mRNA-1 31 38 83 31 51 72 34 42 48 13 65 23 94
BPAG_0001398801-mRNA-1 418 198 529 275 154 124 239 287 1140 624 436 155 166
BPAG_0001398901-mRNA-1 70 31 165 157 171 80 146 99 101 89 167 152 58
BPAG_0001399101-mRNA-1 3665 2077 1223 1273 2458 1238 1378 878 3399 1894 1906 745 982
BPAG_0001399201-mRNA-1 2338 858 477 485 468 184 332 143 701 419 905 451 1531
BPAG_0001399301-mRNA-1 0 1 0 2 2 0 0 1 441 404 0 0 0
BPAG_0001399501-mRNA-1 0 0 0 0 0 0 0 0 1 1 277 232 4
BPAG_0001399601-mRNA-1 3 1 3 3 5 1 3 1 2536 1923 11 4 1
BPAG_0001399701-mRNA-1 0 0 0 1 0 0 0 0 85 73 0 0 0
BPAG_0001399801-mRNA-1 1 2 0 0 0 0 1 0 524 385 0 0 1
BPAG_0001399901-mRNA-1 46 27 42 27 35 39 37 25 96 51 151 77 61
BPAG_0001400001-mRNA-1 0 0 0 0 4 3 0 2 24 11 737 319 2
BPAG_0001400101-mRNA-1 63 20 39 30 3 2 7 6 1606 1173 142 74 2
BPAG_0001400201-mRNA-1 743 410 1113 786 951 599 855 660 1455 826 1084 447 609
BPAG_0001400301-mRNA-1 117 210 568 133 124 329 87 244 748 224 716 163 566
BPAG_0001400401-mRNA-1 4 3 4 2 6 1 5 1 11 10 1865 1029 2
BPAG_0001400501-mRNA-1 987 432 964 948 1136 530 693 416 1288 918 1192 791 727
BPAG_0001400601-mRNA-1 369 250 707 397 1212 748 440 416 1127 692 2065 945 233
BPAG_0001400701-mRNA-1 421 169 377 454 410 205 329 197 778 547 741 477 436
BPAG_0001400801-mRNA-1 0 16 78 3 8 100 5 130 129 2 52 1 5
BPAG_0001401001-mRNA-1 65 70 385 141 219 301 257 469 591 122 539 140 46
BPAG_0001401101-mRNA-1 136 34 33 44 87 29 27 17 257 262 50 52 26
BPAG_0001401201-mRNA-1 30 19 53 46 39 21 23 10 63 43 63 27 42
BPAG_0001401301-mRNA-1 32 33 37 36 17 21 15 18 1011 853 54 22 29
BPAG_0001401401-mRNA-1 1518 581 1598 1407 2229 1166 1385 881 1901 1147 3153 2182 1360
BPAG_0001401501-mRNA-1 1771 1205 2389 1144 1327 1006 1415 1409 1629 688 1948 1118 1393
BPAG_0001401601-mRNA-1 2330 1525 1352 1325 2808 1343 1486 988 2665 1517 1979 1046 699
BPAG_0001401701-mRNA-1 99 25 102 107 277 105 85 69 489 300 293 189 107
BPAG_0001401801-mRNA-1 608 223 190 158 317 224 203 110 597 290 1119 537 571
BPAG_0001402001-mRNA-1 393 171 406 438 588 228 367 231 1015 692 806 518 494
BPAG_0001402101-mRNA-1 542 373 747 502 828 611 542 364 743 399 1297 840 324
BPAG_0001402201-mRNA-1 294 196 122 114 130 121 66 66 1080 643 824 575 787
BPAG_0001402301-mRNA-1 3428 2261 3773 2075 2423 2205 1815 2067 5978 2642 5638 2657 2748
BPAG_0001402401-mRNA-1 1227 507 1241 1233 1715 722 1095 713 1755 1281 2072 1218 1108
BPAG_0001402501-mRNA-1 1014 574 1095 745 859 540 860 596 2551 1431 2091 1235 900
BPAG_0001402601-mRNA-1 555 223 481 474 586 241 474 274 905 595 980 627 372
BPAG_0001402701-mRNA-1 17 1 8 18 21 10 22 12 63 18 1286 653 15
BPAG_0001402801-mRNA-1 126 33 18 15 5 3 9 11 89 39 38 32 1
BPAG_0001403001-mRNA-1 2528 788 2080 2741 7537 2909 6670 2792 12100 7542 5350 2739 22
BPAG_0001403101-mRNA-1 873 446 1160 772 1862 1174 759 676 1239 769 1425 674 618
BPAG_0001403201-mRNA-1 247 82 223 241 316 107 251 164 537 417 995 471 273
BPAG_0001403301-mRNA-1 1769 714 1485 1163 1397 867 934 664 1777 1004 2823 1608 1605
BPAG_0001403501-mRNA-1 918 536 738 587 563 491 504 420 1541 760 1642 911 1067
BPAG_0001403601-mRNA-1 2784 1400 3927 3367 4631 2093 3432 2473 4132 2750 4580 2986 1382
BPAG_0001403701-mRNA-1 2576 1297 1744 1955 1987 1007 1223 730 1345 986 1100 676 980
BPAG_0001403801-mRNA-1 982 559 1000 993 1008 538 753 463 1430 939 1598 1128 1370
BPAG_0001403901-mRNA-1 542 327 488 302 387 297 248 190 1010 552 1178 582 533
BPAG_0001404001-mRNA-1 31 15 18 15 6 2 14 9 820 601 13 2 1
BPAG_0001404101-mRNA-1 1701 802 2777 2326 2214 1212 1871 1363 3834 2565 2954 1746 1819
BPAG_0001404201-mRNA-1 678 459 1104 639 1146 842 911 753 2151 1145 1748 847 637
BPAG_0001404301-mRNA-1 850 451 1239 995 1068 600 765 698 1713 1148 2506 1430 1162
BPAG_0001404401-mRNA-1 106 63 249 128 238 169 222 265 136 67 63 53 76
BPAG_0001404501-mRNA-1 1463 482 177 125 18 6 43 35 20 26 73 65 284
BPAG_0001404601-mRNA-1 2389 3485 4872 2670 6265 4741 3356 4258 4210 1838 1997 854 1455
BPAG_0001404701-mRNA-1 499 174 505 535 501 245 426 305 689 409 696 557 477
BPAG_0001404801-mRNA-1 11 7 22 14 4578 7162 47 40 22 23 366 112 47
BPAG_0001404901-mRNA-1 2207 951 2113 1818 2651 1319 1862 1079 3062 2024 3390 2149 2236
BPAG_0001405001-mRNA-1 185 58 228 240 804 284 268 118 417 317 849 842 179
BPAG_0001405101-mRNA-1 39 9 83 39 117 21 24 12 63 45 3071 1390 5
BPAG_0001405201-mRNA-1 34 45 39 22 23 23 15 28 9 3 17 13 23
BPAG_0001405301-mRNA-1 2131 1915 2517 2397 2830 1723 1196 997 1133 811 1147 898 861
BPAG_0001405401-mRNA-1 637 377 879 690 1211 707 605 497 938 526 1102 561 638
BPAG_0001405501-mRNA-1 368 147 455 452 815 421 402 237 450 285 641 397 489
BPAG_0001405601-mRNA-1 81 34 298 151 502 191 299 284 54 39 88 67 18
BPAG_0001405701-mRNA-1 1169 544 1643 1274 1795 573 1859 1433 603 308 548 385 145
BPAG_0001405801-mRNA-1 932 431 736 572 720 470 617 404 1183 718 948 568 818
BPAG_0001405901-mRNA-1 3203 1873 3791 3186 4857 2997 2764 2343 6638 3981 3545 1605 1870
BPAG_0001406001-mRNA-1 7 5 15 14 11 3 6 7 1857 1496 19 18 18
BPAG_0001406101-mRNA-1 1263 442 1316 1225 1492 784 1137 752 1682 1063 1968 1302 1152
BPAG_0001406201-mRNA-1 1349 658 1326 1090 1244 888 911 779 1619 847 2017 1198 1172
BPAG_0001406301-mRNA-1 1 3 5 0 3 4 1 0 497 211 91 44 14
BPAG_0001406401-mRNA-1 6 0 8 11 5 5 30 24 256 163 45 24 7
BPAG_0001406501-mRNA-1 1 0 0 2 0 0 0 0 10 4 523 289 0
BPAG_0001406701-mRNA-1 1 0 1 1 1 3 1 1 584 466 4 1 0
BPAG_0001406801-mRNA-1 423 138 182 253 291 100 72 57 104 66 1140 725 47
BPAG_0001406901-mRNA-1 574 263 493 524 554 248 427 238 622 368 642 475 328
BPAG_0001407001-mRNA-1 512 224 582 432 476 340 395 280 783 484 761 443 561
BPAG_0001407101-mRNA-1 352 142 621 567 554 309 548 404 860 565 547 311 262
BPAG_0001407201-mRNA-1 339 120 158 134 65 68 36 43 14 11 67 53 40
BPAG_0001407301-mRNA-1 1810 986 1763 1468 1597 914 1304 1109 2778 1776 3549 1960 1814
BPAG_0001407401-mRNA-1 2602 1349 3342 3032 3764 1845 2762 2013 5844 4267 4271 2119 3653
BPAG_0001407501-mRNA-1 806 343 1061 889 479 227 1476 876 2409 1266 1240 1523 392
BPAG_0001407601-mRNA-1 106 39 94 49 51 29 41 38 39 24 66 31 42
BPAG_0001407701-mRNA-1 164 33 78 113 72 14 71 33 39 44 73 51 36
BPAG_0001407801-mRNA-1 88 13 16 29 64 46 3 1 364 308 19 34 2
BPAG_0001407901-mRNA-1 3105 1219 789 578 2071 1379 267 218 279 195 396 243 169
BPAG_0001408001-mRNA-1 666 498 1291 775 1023 681 734 730 1736 938 1523 891 555
BPAG_0001408101-mRNA-1 920 287 493 441 4036 2231 577 337 4631 2716 1888 1001 179
BPAG_0001408201-mRNA-1 703 442 540 328 460 270 274 248 2683 1645 1400 473 460
BPAG_0001408301-mRNA-1 1325 673 1899 1453 2380 1156 1346 954 2477 1572 2678 1700 1215
BPAG_0001408501-mRNA-1 269 75 187 217 273 115 195 106 214 188 254 153 190
BPAG_0001408601-mRNA-1 824 459 1250 868 898 557 621 588 1435 883 1292 664 516
BPAG_0001408701-mRNA-1 101 92 52 31 85 60 22 27 263 85 151 39 79
BPAG_0001408901-mRNA-1 128 90 717 794 1338 1075 768 748 5757 2968 1222 485 138
BPAG_0001409001-mRNA-1 345 157 318 341 660 316 230 214 385 220 200 229 40
BPAG_0001409201-mRNA-1 3 0 1 2 3 2 1 1 79 52 129 62 8
BPAG_0001409301-mRNA-1 45 5 31 25 25 9 28 18 464 286 274 191 38
BPAG_0001409401-mRNA-1 1964 1000 2772 2092 3548 2227 2151 1601 3363 1882 3436 2118 1846
BPAG_0001409501-mRNA-1 0 1 6 1 0 0 1 1 7 4 105 96 4
BPAG_0001409601-mRNA-1 298 467 3941 915 406 809 907 2079 2268 671 1293 289 201
BPAG_0001409701-mRNA-1 185 72 1380 747 2433 1109 919 855 1204 647 672 296 149
BPAG_0001409801-mRNA-1 64 34 24 31 45 17 29 19 27 21 27 11 23
BPAG_0001409901-mRNA-1 886 624 927 561 571 594 341 407 956 363 474 319 493
BPAG_0001410001-mRNA-1 336 163 493 428 241 145 392 222 542 225 387 164 239
BPAG_0001410101-mRNA-1 171 70 182 99 86 78 83 84 196 64 88 79 241
BPAG_0001410201-mRNA-1 209 100 1282 1074 132 110 3937 2898 2319 911 1588 305 7
BPAG_0001410301-mRNA-1 17 8 45 46 44 17 47 26 32 24 26 16 49
BPAG_0001410401-mRNA-1 804 493 1725 815 852 850 730 818 1777 740 2343 1127 1468
BPAG_0001410501-mRNA-1 928 536 1722 787 1192 1026 863 1038 5766 2548 3483 1479 1327
BPAG_0001410601-mRNA-1 368 310 982 362 460 610 345 458 1368 523 1609 765 778
BPAG_0001410701-mRNA-1 509 349 1076 632 1118 659 504 483 1316 715 1223 530 844
BPAG_0001410801-mRNA-1 123 46 80 108 188 67 45 36 884 700 99 67 97
BPAG_0001410901-mRNA-1 929 350 1145 1165 1180 622 890 562 2663 1803 2426 1477 1083
BPAG_0001411001-mRNA-1 450 210 335 387 487 194 446 253 767 564 301 169 345
BPAG_0001411101-mRNA-1 1383 479 807 1031 1088 415 723 341 1621 1192 1889 1397 1153
BPAG_0001411301-mRNA-1 199 88 136 145 1859 912 162 112 54 20 714 629 59
BPAG_0001411401-mRNA-1 299 113 176 217 235 79 171 94 98 76 241 227 64
BPAG_0001411501-mRNA-1 101 156 295 81 96 97 33 90 75 27 70 17 59
BPAG_0001411601-mRNA-1 6 54 75 9 12 24 6 39 17 1 25 8 34
BPAG_0001411701-mRNA-1 100 43 140 148 213 99 122 78 130 90 192 77 112
BPAG_0001411801-mRNA-1 731 412 1993 1751 993 619 862 647 964 588 540 166 21
BPAG_0001411901-mRNA-1 4490 2956 2182 2314 1677 922 1281 897 1745 1195 874 332 151
BPAG_0001412101-mRNA-1 1790 1500 875 485 549 427 345 339 915 490 1004 600 45
BPAG_0001412201-mRNA-1 88 31 156 118 124 113 172 154 1026 526 311 136 93
BPAG_0001412301-mRNA-1 2285 1111 2392 2195 2549 1269 2022 1375 3554 2245 4561 2476 1597
BPAG_0001412401-mRNA-1 507 212 445 524 514 302 405 243 1764 1213 1700 839 394
BPAG_0001412501-mRNA-1 486 411 1308 574 671 711 574 779 2401 866 2725 838 1323
BPAG_0001412601-mRNA-1 3 66 131 5 15 68 4 51 50 6 43 0 26
BPAG_0001412701-mRNA-1 31 64 74 5 18 54 10 35 28 3 31 5 25
BPAG_0001412901-mRNA-1 0 0 1 0 0 0 14 4 64 47 41 20 1
BPAG_0001413001-mRNA-1 87 164 401 108 83 306 123 417 1760 346 3847 702 459
BPAG_0001413201-mRNA-1 669 920 1171 374 318 503 262 619 547 139 3134 732 1814
BPAG_0001413301-mRNA-1 883 490 803 838 522 263 451 291 738 525 1065 682 802
BPAG_0001413401-mRNA-1 167 69 109 97 104 65 103 97 194 113 219 104 165
BPAG_0001413501-mRNA-1 538 378 153 76 62 74 33 36 101 29 60 25 93
BPAG_0001413601-mRNA-1 366 291 439 222 149 108 273 375 566 226 939 311 324
BPAG_0001413801-mRNA-1 21 27 30 13 17 16 34 47 22 13 69 28 21
BPAG_0001414201-mRNA-1 825 417 734 450 2202 1029 265 235 1983 1294 661 273 296
BPAG_0001414301-mRNA-1 1658 658 212 222 221 65 301 175 378 206 527 307 1354
BPAG_0001414401-mRNA-1 235 297 232 203 159 143 123 107 151 61 110 41 340
BPAG_0001414501-mRNA-1 1609 786 1715 1413 1637 864 1157 884 2617 1734 2625 1348 1976
BPAG_0001414601-mRNA-1 1328 712 1553 910 512 319 1327 1183 1786 733 2161 1072 2950
BPAG_0001414701-mRNA-1 300 92 99 133 104 30 56 22 50 24 53 31 68
BPAG_0001414801-mRNA-1 2089 1040 2189 1741 2695 1487 1574 1164 2798 1890 2969 1787 1147
BPAG_0001415001-mRNA-1 1647 1048 1615 1157 1462 924 866 799 2121 1321 2088 996 1366
BPAG_0001415101-mRNA-1 4 20 29 3 8 13 3 31 89 9 138 48 61
BPAG_0001415201-mRNA-1 2026 961 1420 1627 1636 958 1071 805 1697 919 2504 1451 1100
BPAG_0001415301-mRNA-1 1758 826 2535 2243 3795 2025 2328 1588 3439 2222 5023 2545 1317
BPAG_0001415501-mRNA-1 13 2 7 15 6 4 8 11 3983 3282 597 513 6
BPAG_0001415601-mRNA-1 1 1 8 4 15 16 15 25 1091 360 290 108 0
BPAG_0001415701-mRNA-1 315 233 968 457 612 524 388 440 919 390 2349 350 761
BPAG_0001415801-mRNA-1 3 1 14 15 12 17 8 7 1281 1074 173 140 8
BPAG_0001415901-mRNA-1 627 187 422 441 80 53 479 212 469 399 445 352 39
BPAG_0001416001-mRNA-1 494 138 82 136 190 87 55 56 491 353 11 15 2
BPAG_0001416101-mRNA-1 238 89 26 34 26 15 10 12 3098 2540 52 69 10
BPAG_0001416301-mRNA-1 168 275 13 17 2 3 2 4 1809 1085 8 5 3
BPAG_0001416601-mRNA-1 4712 1851 1980 1372 15340 8258 802 770 2670 1640 2897 1962 1564
BPAG_0001416701-mRNA-1 164 81 274 236 291 137 277 168 324 185 400 171 183
BPAG_0001416801-mRNA-1 689 227 754 732 813 367 642 395 2840 2030 1334 649 794
BPAG_0001416901-mRNA-1 946 999 2001 685 693 1137 581 998 4928 1389 4496 1372 2605
BPAG_0001417001-mRNA-1 3 0 1 1 1 1 0 1 859 656 5 1 0
BPAG_0001417101-mRNA-1 1994 2342 4983 1444 1657 2537 1187 2106 6340 1651 7779 2352 3197
BPAG_0001417301-mRNA-1 28 21 17 10 16 11 24 13 18 11 66 27 3
BPAG_0001417401-mRNA-1 47 17 232 138 90 55 295 299 591 262 2587 940 339
BPAG_0001417501-mRNA-1 0 1 1 0 1 2 0 0 449 427 13 5 1
BPAG_0001417601-mRNA-1 1877 690 326 306 1644 949 49 37 22 14 90 89 172
BPAG_0001417701-mRNA-1 633 333 182 121 737 513 28 14 16 7 49 45 72
BPAG_0001417801-mRNA-1 607 294 255 167 475 272 110 78 161 80 1564 424 356
BPAG_0001417901-mRNA-1 107 49 206 134 94 47 135 66 335 196 489 183 196
BPAG_0001418001-mRNA-1 630 326 652 545 510 444 381 329 825 523 1261 726 737
BPAG_0001418101-mRNA-1 2 1 1 1 1 0 1 0 231 166 8 7 0
BPAG_0001418201-mRNA-1 542 306 695 595 696 395 575 392 898 566 1013 586 505
BPAG_0001418301-mRNA-1 947 336 1579 1274 1980 1042 1272 832 1664 998 1361 779 826
BPAG_0001418401-mRNA-1 1148 531 1980 1325 1650 929 1164 812 2150 1315 2581 1795 1359
BPAG_0001418501-mRNA-1 2832 1255 1653 1767 2405 934 1302 797 2038 1487 1821 1185 877
BPAG_0001418601-mRNA-1 498 406 1454 555 900 1089 466 735 2678 964 2759 840 880
BPAG_0001418701-mRNA-1 815 732 1767 667 1029 1171 1053 1435 3693 1310 3758 1418 752
BPAG_0001418901-mRNA-1 640 519 996 894 1278 638 1035 760 651 413 767 432 169
BPAG_0001419001-mRNA-1 3146 1368 2809 2625 1492 603 1790 822 9212 6176 4997 3094 6303
BPAG_0001419101-mRNA-1 158 103 115 89 212 55 87 67 155 106 455 339 24
BPAG_0001419201-mRNA-1 4133 2138 3683 2418 4087 2265 2443 1958 5187 2496 4960 2112 2129
BPAG_0001419301-mRNA-1 1149 847 3038 1248 1741 2012 1278 1854 2173 687 6372 2232 2357
BPAG_0001419401-mRNA-1 414 219 228 200 469 117 213 154 407 231 979 1002 79
BPAG_0001419501-mRNA-1 1471 776 1579 1004 1047 917 917 876 1563 680 3280 1456 2597
BPAG_0001419601-mRNA-1 340 503 1182 325 328 740 298 618 1144 293 2325 510 1899
BPAG_0001419701-mRNA-1 500 319 1027 576 648 487 501 508 1565 670 1474 742 651
BPAG_0001419801-mRNA-1 184 75 264 194 199 120 152 127 292 167 314 176 225
BPAG_0001419901-mRNA-1 1193 486 417 435 344 186 380 277 1101 419 273 251 408
BPAG_0001420001-mRNA-1 1092 588 1303 947 1110 825 907 735 1924 1040 2821 1496 1009
BPAG_0001420101-mRNA-1 1055 723 595 504 505 405 356 254 176 97 108 83 53
BPAG_0001420201-mRNA-1 489 159 25 37 2606 1004 72 24 181 143 170 129 9
BPAG_0001420401-mRNA-1 1778 1240 2975 1584 1678 1847 1029 1451 3915 1405 2422 1402 2328
BPAG_0001420501-mRNA-1 1199 1023 1250 478 664 865 435 712 2374 727 436 109 1129
BPAG_0001420601-mRNA-1 2539 724 720 826 1398 754 989 601 1311 897 1245 714 620
BPAG_0001420801-mRNA-1 49 72 117 136 87 77 89 77 258 124 281 150 52
BPAG_0001420901-mRNA-1 348 216 146 151 189 71 99 84 204 139 106 49 381
BPAG_0001421001-mRNA-1 1443 536 466 448 444 162 509 289 496 294 759 393 523
BPAG_0001421101-mRNA-1 68 57 56 65 137 70 45 46 203 115 118 88 94
BPAG_0001421601-mRNA-1 499 194 206 213 198 95 146 107 462 288 91 93 313
BPAG_0001421701-mRNA-1 167 2018 767 66 50 591 45 470 692 45 1458 128 849
BPAG_0001421801-mRNA-1 12 98 211 18 12 119 17 109 192 24 352 37 227
BPAG_0001421901-mRNA-1 32 14 24 29 21 19 17 6 54 51 34 25 9
BPAG_0001422001-mRNA-1 9829 7807 25891 17846 24440 16897 22123 18516 29428 16329 30290 12336 9342
BPAG_0001422101-mRNA-1 96 28 153 235 363 145 268 114 586 440 503 325 219
BPAG_0001422301-mRNA-1 3 2 50 62 320 201 112 79 17 18 367 275 0
BPAG_0001422401-mRNA-1 7865 5469 1427 956 7010 4617 503 558 534 335 536 313 567
BPAG_0001422501-mRNA-1 1591 711 1186 1072 1578 995 929 630 2159 1337 2910 1945 1792
BPAG_0001422701-mRNA-1 2 0 0 0 0 1 0 1 9 0 88 29 0
BPAG_0001422801-mRNA-1 8 2 16 19 18 6 2 5 5 4 47 66 44
BPAG_0001423101-mRNA-1 1026 648 885 991 804 693 686 534 425 267 374 219 305
BPAG_0001423201-mRNA-1 505 247 1890 3728 28163 13814 6110 3518 1885 826 106 37 13
BPAG_0001423301-mRNA-1 61 10 31 54 108 62 39 18 118 108 11 5 3
BPAG_0001423401-mRNA-1 357 204 590 411 578 439 447 431 784 488 727 291 282
BPAG_0001423501-mRNA-1 4 8 1 0 1 3 387 207 1 2 9 4 1
BPAG_0001423601-mRNA-1 304 124 153 174 99 44 81 73 430 351 247 157 116
BPAG_0001423701-mRNA-1 413 157 859 567 1172 888 538 409 1123 601 1020 817 416
BPAG_0001423901-mRNA-1 20 9 20 11 140 126 6 8 13 8 29 15 10
BPAG_0001424001-mRNA-1 1666 619 1105 1348 1691 632 1212 637 593 443 541 300 152
BPAG_0001424101-mRNA-1 447 148 41 32 17 10 33 13 1223 922 114 90 7
BPAG_0001424201-mRNA-1 5 3 5 4 6 4 4 3 2820 2337 28 14 9
BPAG_0001424301-mRNA-1 409 171 645 495 518 385 353 303 397 189 795 389 661
BPAG_0001424401-mRNA-1 580 163 782 748 928 353 863 531 2826 1934 1332 798 427
BPAG_0001424501-mRNA-1 51 106 279 55 74 203 33 132 794 196 505 171 161
BPAG_0001424601-mRNA-1 2429 1709 1841 901 1111 1150 771 941 1874 700 1664 820 1732
BPAG_0001424701-mRNA-1 248 162 876 348 564 360 341 412 1032 474 1099 597 237
BPAG_0001424801-mRNA-1 4 3 22 17 28 9 22 16 34 27 558 337 1
BPAG_0001424901-mRNA-1 21 6 3 7 14301 7322 3 3 7 2 19 6 4
BPAG_0001425001-mRNA-1 17 7 41 47 163 94 24 23 18 7 6 12 1
BPAG_0001425101-mRNA-1 49 42 317 131 336 803 126 149 48 14 5140 1812 209
BPAG_0001425201-mRNA-1 2 2 2 3 1445 906 4 2 3 0 46 22 23
BPAG_0001425301-mRNA-1 2 3 7 1 2550 1327 1 5 3 0 9 10 5
BPAG_0001425401-mRNA-1 19 336 115 12 14 33 12 41 51 5 5 7 49
BPAG_0001425501-mRNA-1 41 15 181 70 3086 2551 489 372 17 8 443 488 51
BPAG_0001425601-mRNA-1 2387 1341 2457 2267 3370 1700 2231 1537 5930 3995 4224 2149 1944
BPAG_0001425701-mRNA-1 1087 2267 4157 765 909 2597 698 2259 4646 724 5219 1050 3115
BPAG_0001425801-mRNA-1 2 7 3 7 1248 731 6 3 56 21 703 653 13
BPAG_0001426001-mRNA-1 562 782 1585 530 596 890 483 889 2767 706 2123 582 1278
BPAG_0001426101-mRNA-1 166 118 265 143 176 144 139 143 447 228 496 201 193
BPAG_0001426201-mRNA-1 1959 1627 4441 1843 2216 2323 1642 2334 4974 1620 8353 2639 2849
BPAG_0001426301-mRNA-1 14 112 128 16 34 81 13 80 198 37 97 24 44
BPAG_0001426401-mRNA-1 1480 603 2467 2836 2800 1155 2595 1296 2337 1686 2255 1690 2520
BPAG_0001426501-mRNA-1 741 369 651 685 745 368 579 405 1047 803 987 549 577
BPAG_0001426601-mRNA-1 35 175 511 27 47 307 28 293 731 34 1272 147 457
BPAG_0001426701-mRNA-1 8 122 464 3 19 135 13 376 633 13 469 21 434
BPAG_0001426801-mRNA-1 0 0 2 3 10 3 6 5 798 614 44 52 0
BPAG_0001426901-mRNA-1 0 0 3 3 6 1 8 1 63 54 34 17 0
BPAG_0001427001-mRNA-1 5 16 143 15 6 29 19 75 101 28 83 20 24
BPAG_0001427101-mRNA-1 2154 1083 2547 2288 3034 1737 2106 1710 2252 1228 2288 1427 1439
BPAG_0001427201-mRNA-1 423 164 468 448 327 114 371 236 322 193 374 212 122
BPAG_0001427301-mRNA-1 939 423 762 576 19358 10354 950 587 1081 595 1674 1730 799
BPAG_0001427401-mRNA-1 84 23 118 94 242 86 143 115 15 9 57 81 15
BPAG_0001427501-mRNA-1 986 412 588 698 712 365 715 449 1177 644 485 253 148
BPAG_0001427701-mRNA-1 387 181 377 328 398 187 282 183 490 334 593 373 310
BPAG_0001427801-mRNA-1 1235 1321 2422 997 1338 1554 904 1220 4279 1329 3561 1008 1550
BPAG_0001427901-mRNA-1 0 1 1 2 18 21 5 3 474 269 54 20 2
BPAG_0001428101-mRNA-1 313 287 431 263 187 192 110 196 69 26 131 55 45
BPAG_0001428201-mRNA-1 0 0 9 6 0 0 1 0 411 281 13 9 1
BPAG_0001428301-mRNA-1 1 1 2 0 5 2 1 1 1136 841 3 1 3
BPAG_0001428401-mRNA-1 1 0 1 0 2 0 0 0 983 403 3 0 0
BPAG_0001428501-mRNA-1 0 0 1 0 19 12 19 9 1232 884 3 2 1
BPAG_0001428601-mRNA-1 251 123 304 227 226 181 257 307 1157 619 1048 500 684
BPAG_0001428701-mRNA-1 53 95 124 24 13 64 25 94 190 42 380 86 77
BPAG_0001428801-mRNA-1 861 731 1314 685 740 938 546 686 5412 2042 3398 1272 1587
BPAG_0001428901-mRNA-1 1756 857 3047 2096 2966 1574 2411 1594 2498 1567 3673 2134 1140
BPAG_0001429001-mRNA-1 1802 995 3152 1787 3093 2543 1821 1699 4926 2871 4655 1904 3088
BPAG_0001429301-mRNA-1 12 6 28 20 9 6 25 15 84 39 6451 2370 109
BPAG_0001429401-mRNA-1 1 1 0 0 27 8 0 0 1 1 451 240 3
BPAG_0001429501-mRNA-1 1 3 0 1 9 1 2 3 261 235 3960 2060 28
BPAG_0001429601-mRNA-1 0 0 0 0 1 0 0 1 6 4 579 373 0
BPAG_0001429801-mRNA-1 11 8 20 13 7 4 15 12 60 17 22 29 11
BPAG_0001429901-mRNA-1 123 1206 1236 92 143 927 44 594 3076 383 3603 299 808
BPAG_0001430201-mRNA-1 141 50 60 59 51 22 17 7 64 43 15 8 30
BPAG_0001430301-mRNA-1 473 344 169 173 76 31 69 47 26 16 146 56 0
BPAG_0001430401-mRNA-1 1880 692 1158 1553 1797 691 1356 700 1281 1037 2051 1623 583
BPAG_0001430501-mRNA-1 267 296 662 303 439 433 331 425 949 439 1298 538 525
BPAG_0001430601-mRNA-1 1538 589 1241 845 2269 1198 503 413 312 185 1232 777 451
BPAG_0001430701-mRNA-1 1427 571 1308 1135 1432 791 1105 738 1839 1225 2146 1195 943
BPAG_0001430801-mRNA-1 199 59 125 142 148 58 135 86 929 681 283 173 65
BPAG_0001430901-mRNA-1 31 9 15 22 161 60 6 9 14 15 11 12 11
BPAG_0001431001-mRNA-1 18 16 23 17 132 117 13 9 23 18 29 29 17
BPAG_0001431201-mRNA-1 407 332 594 367 749 552 288 299 702 351 1355 652 498
BPAG_0001431301-mRNA-1 139 125 881 637 482 205 202 161 207 129 759 374 355
BPAG_0001431401-mRNA-1 22 23 47 31 34 15 21 23 22 16 88 81 31
